word,pos_tf,bdc,pos_tf_bdc
情感,0.95,0.48,0.46
清晰度,0.95,0.48,0.46
轻易,0.95,0.48,0.46
轻推,0.95,0.48,0.46
轻轻松松,0.95,0.48,0.46
轻点,0.95,0.48,0.46
亲戚朋友,0.95,0.48,0.46
亲近,0.95,0.48,0.46
亲和力,0.95,0.48,0.46
侵略性,0.95,0.48,0.46
且不说,0.95,0.48,0.46
切线,0.95,0.48,0.46
瞧,0.95,0.48,0.46
悄悄,0.95,0.48,0.46
强强联合,0.95,0.48,0.46
嵌入式,0.95,0.48,0.46
前线,0.95,0.48,0.46
契合,0.95,0.48,0.46
迄今为止,0.95,0.48,0.46
气味,0.95,0.48,0.46
气势恢宏,0.95,0.48,0.46
崎岖,0.95,0.48,0.46
莆田,0.95,0.48,0.46
颇受,0.95,0.48,0.46
坡度,0.95,0.48,0.46
坡,0.95,0.48,0.46
屏幕显示,0.95,0.48,0.46
评选活动,0.95,0.48,0.46
评分,0.95,0.48,0.46
平心而论,0.95,0.48,0.46
平和,0.95,0.48,0.46
品味,0.95,0.48,0.46
品牌效应,0.95,0.48,0.46
飘红,0.95,0.48,0.46
脾气,0.95,0.48,0.46
喷涂,0.95,0.48,0.46
配得,0.95,0.48,0.46
抛锚,0.95,0.48,0.46
判定,0.95,0.48,0.46
牌量,0.95,0.48,0.46
排列,0.95,0.48,0.46
排档,0.95,0.48,0.46
排布,0.95,0.48,0.46
欧洲人,0.95,0.48,0.46
挪,0.95,0.48,0.46
浓浓,0.95,0.48,0.46
扭转,0.95,0.48,0.46
牛皮,0.95,0.48,0.46
凝聚,0.95,0.48,0.46
镍氢电池,0.95,0.48,0.46
年青,0.95,0.48,0.46
逆,0.95,0.48,0.46
能用,0.95,0.48,0.46
内后,0.95,0.48,0.46
内功,0.95,0.48,0.46
内衬,0.95,0.48,0.46
难怪,0.95,0.48,0.46
男孩子,0.95,0.48,0.46
耐久性,0.95,0.48,0.46
那儿,0.95,0.48,0.46
拿,11.43,0.04,0.46
某某,0.95,0.48,0.46
默认,0.95,0.48,0.46
莫名,0.95,0.48,0.46
抹布,0.95,0.48,0.46
魔力,0.95,0.48,0.46
魔鬼,0.95,0.48,0.46
磨损,0.95,0.48,0.46
模型,0.95,0.48,0.46
名言,0.95,0.48,0.46
名号,0.95,0.48,0.46
民族,0.95,0.48,0.46
民意,0.95,0.48,0.46
描述,0.95,0.48,0.46
秘密,0.95,0.48,0.46
糸,0.95,0.48,0.46
米其林,0.95,0.48,0.46
迷们,0.95,0.48,0.46
眯眯眼,0.95,0.48,0.46
梦想成真,0.95,0.48,0.46
猛然,0.95,0.48,0.46
门外,0.95,0.48,0.46
门上,0.95,0.48,0.46
门边,0.95,0.48,0.46
没试,0.95,0.48,0.46
没看,0.95,0.48,0.46
矛盾,0.95,0.48,0.46
满街跑,0.95,0.48,0.46
满电,0.95,0.48,0.46
馒头,0.95,0.48,0.46
迈开,0.95,0.48,0.46
买回来,0.95,0.48,0.46
买房,0.95,0.48,0.46
埋藏,0.95,0.48,0.46
马上会,0.95,0.48,0.46
麻溜,0.95,0.48,0.46
萝卜青菜,0.95,0.48,0.46
罗列,0.95,0.48,0.46
轮眉,0.95,0.48,0.46
录得,0.95,0.48,0.46
漏,0.95,0.48,0.46
垄断,0.95,0.48,0.46
隆起,0.95,0.48,0.46
龙游,0.95,0.48,0.46
六代,0.95,0.48,0.46
流出,0.95,0.48,0.46
留住,0.95,0.48,0.46
留出,0.95,0.48,0.46
另辟蹊径,0.95,0.48,0.46
领先者,0.95,0.48,0.46
领跑者,0.95,0.48,0.46
零食,0.95,0.48,0.46
菱角,0.95,0.48,0.46
灵气,0.95,0.48,0.46
临沂,0.95,0.48,0.46
临近,0.95,0.48,0.46
寥寥无几,0.95,0.48,0.46
聊哥,0.95,0.48,0.46
聊到,0.95,0.48,0.46
梁式非,0.95,0.48,0.46
梁后,0.95,0.48,0.46
连杆,8.57,0.05,0.46
立体式,0.95,0.48,0.46
里后,0.95,0.48,0.46
李刚,0.95,0.48,0.46
离去角,0.95,0.48,0.46
了台,0.95,0.48,0.46
了试,0.95,0.48,0.46
了车,0.95,0.48,0.46
乐意,0.95,0.48,0.46
乐见,0.95,0.48,0.46
烙印,0.95,0.48,0.46
烂路,0.95,0.48,0.46
蓝精灵,0.95,0.48,0.46
来开,0.95,0.48,0.46
拉拉,0.95,0.48,0.46
拉大,0.95,0.48,0.46
况且,0.95,0.48,0.46
狂飙,0.95,0.48,0.46
宽泛,0.95,0.48,0.46
快车,0.95,0.48,0.46
跨越,0.95,0.48,0.46
酷似,0.95,0.48,0.46
口水,0.95,0.48,0.46
控制车,0.95,0.48,0.46
空滤,0.95,0.48,0.46
客人,0.95,0.48,0.46
可知,0.95,0.48,0.46
可见,8.57,0.05,0.46
科技时代,0.95,0.48,0.46
看不出来,0.95,0.48,0.46
砍,0.95,0.48,0.46
开玩笑,0.95,0.48,0.46
开外,0.95,0.48,0.46
开天窗,0.95,0.48,0.46
开式,0.95,0.48,0.46
开发商,0.95,0.48,0.46
开不坏,0.95,0.48,0.46
咖辣评,0.95,0.48,0.46
绝尘而去,0.95,0.48,0.46
绝不会,0.95,0.48,0.46
聚,0.95,0.48,0.46
居于,0.95,0.48,0.46
就是说,0.95,0.48,0.46
九年,0.95,0.48,0.46
静若处子,0.95,0.48,0.46
净,0.95,0.48,0.46
警示牌,0.95,0.48,0.46
警察,0.95,0.48,0.46
尽管如此,0.95,0.48,0.46
仅凭,0.95,0.48,0.46
仅此,0.95,0.48,0.46
筋线,0.95,0.48,0.46
津津乐道,0.95,0.48,0.46
今朝,0.95,0.48,0.46
借车,0.95,0.48,0.46
捷,0.95,0.48,0.46
结识,0.95,0.48,0.46
结,0.95,0.48,0.46
节制,0.95,0.48,0.46
节节,0.95,0.48,0.46
较重,0.95,0.48,0.46
较之,0.95,0.48,0.46
较多,0.95,0.48,0.46
娇小,0.95,0.48,0.46
交互,0.95,0.48,0.46
降临,0.95,0.48,0.46
鉴赏,0.95,0.48,0.46
渐变,0.95,0.48,0.46
建成,0.95,0.48,0.46
见仁见智,0.95,0.48,0.46
减振,0.95,0.48,0.46
兼容性,0.95,0.48,0.46
艰难,0.95,0.48,0.46
坚守,0.95,0.48,0.46
坚固,0.95,0.48,0.46
尖端科技,0.95,0.48,0.46
尖,0.95,0.48,0.46
价格低廉,0.95,0.48,0.46
假如,0.95,0.48,0.46
假日,0.95,0.48,0.46
夹击,0.95,0.48,0.46
家族史,0.95,0.48,0.46
加长型,0.95,0.48,0.46
寄予,0.95,0.48,0.46
济南,0.95,0.48,0.46
季军,0.95,0.48,0.46
技术水平,0.95,0.48,0.46
几时,0.95,0.48,0.46
集齐,0.95,0.48,0.46
集大成者,0.95,0.48,0.46
疾驰,0.95,0.48,0.46
急转弯,0.95,0.48,0.46
急于,0.95,0.48,0.46
极少,0.95,0.48,0.46
极度,0.95,0.48,0.46
击剑,0.95,0.48,0.46
货真价实,0.95,0.48,0.46
货箱,0.95,0.48,0.46
火灾,0.95,0.48,0.46
火车,0.95,0.48,0.46
回暖,0.95,0.48,0.46
换台,0.95,0.48,0.46
幻想,0.95,0.48,0.46
怀挡,0.95,0.48,0.46
滑行,0.95,0.48,0.46
花纹,0.95,0.48,0.46
虎啸,0.95,0.48,0.46
呼,0.95,0.48,0.46
厚重感,0.95,0.48,0.46
后坐,0.95,0.48,0.46
后轴,0.95,0.48,0.46
后怕,0.95,0.48,0.46
后劲,0.95,0.48,0.46
红外线,0.95,0.48,0.46
红脸,0.95,0.48,0.46
红红火火,0.95,0.48,0.46
狠狠,0.95,0.48,0.46
很远,0.95,0.48,0.46
很久,0.95,0.48,0.46
很淡,0.95,0.48,0.46
嘿,0.95,0.48,0.46
黑顶,0.95,0.48,0.46
黑底白字,0.95,0.48,0.46
荷兰,0.95,0.48,0.46
何乐而不为,0.95,0.48,0.46
何不,0.95,0.48,0.46
喝彩,0.95,0.48,0.46
好久没,0.95,0.48,0.46
好得多,0.95,0.48,0.46
豪情,0.95,0.48,0.46
毫发无损,0.95,0.48,0.46
行者,0.95,0.48,0.46
瀚,0.95,0.48,0.46
焊装,0.95,0.48,0.46
焊,0.95,0.48,0.46
汗,0.95,0.48,0.46
海关,0.95,0.48,0.46
还原,0.95,0.48,0.46
哈哈哈哈,0.95,0.48,0.46
过人之处,0.95,0.48,0.46
过关斩将,0.95,0.48,0.46
国有,0.95,0.48,0.46
国门,0.95,0.48,0.46
国度,0.95,0.48,0.46
贵气,0.95,0.48,0.46
闺女,0.95,0.48,0.46
规矩,0.95,0.48,0.46
归属于,0.95,0.48,0.46
归纳,0.95,0.48,0.46
光影,0.95,0.48,0.46
光洁,0.95,0.48,0.46
光彩夺目,0.95,0.48,0.46
管理层,0.95,0.48,0.46
观赏,0.95,0.48,0.46
关键因素,0.95,0.48,0.46
关键时刻,0.95,0.48,0.46
关键技术,0.95,0.48,0.46
怪不得,0.95,0.48,0.46
挂钩,0.95,0.48,0.46
购买过程,0.95,0.48,0.46
购车者,0.95,0.48,0.46
共线,0.95,0.48,0.46
攻守,0.95,0.48,0.46
功臣,0.95,0.48,0.46
功不可没,0.95,0.48,0.46
公务车,0.95,0.48,0.46
公示,0.95,0.48,0.46
更远,0.95,0.48,0.46
更轻,0.95,0.48,0.46
更迭,0.95,0.48,0.46
各有千秋,0.95,0.48,0.46
革新,0.95,0.48,0.46
哥们儿,0.95,0.48,0.46
高呼,0.95,0.48,0.46
缸盖,0.95,0.48,0.46
刚上,0.95,0.48,0.46
刚刚开始,0.95,0.48,0.46
干净利落,0.95,0.48,0.46
感与,0.95,0.48,0.46
感上,0.95,0.48,0.46
感极,0.95,0.48,0.46
赶到,0.95,0.48,0.46
赶,0.95,0.48,0.46
改头换面,0.95,0.48,0.46
改革,0.95,0.48,0.46
附体,0.95,0.48,0.46
附上,0.95,0.48,0.46
负,0.95,0.48,0.46
俯冲,0.95,0.48,0.46
福音,0.95,0.48,0.46
肤浅,0.95,0.48,0.46
否认,0.95,0.48,0.46
否定,0.95,0.48,0.46
逢,0.95,0.48,0.46
冯珊,0.95,0.48,0.46
蜂窝,0.95,0.48,0.46
锋锐,0.95,0.48,0.46
风潮,0.95,0.48,0.46
粉碎,0.95,0.48,0.46
分成,0.95,0.48,0.46
分不清楚,0.95,0.48,0.46
废话,0.95,0.48,0.46
肥,0.95,0.48,0.46
非常简单,0.95,0.48,0.46
飞奔,0.95,0.48,0.46
放在首位,0.95,0.48,0.46
放肆,0.95,0.48,0.46
放水,0.95,0.48,0.46
放入,0.95,0.48,0.46
访谈,0.95,0.48,0.46
仿真,0.95,0.48,0.46
防滑,0.95,0.48,0.46
方孔,0.95,0.48,0.46
方方正正,0.95,0.48,0.46
繁琐,0.95,0.48,0.46
繁华,0.95,0.48,0.46
翻转,0.95,0.48,0.46
翻译,0.95,0.48,0.46
翻看,0.95,0.48,0.46
法式,0.95,0.48,0.46
发生意外,0.95,0.48,0.46
二者,0.95,0.48,0.46
二是,0.95,0.48,0.46
二话不说,0.95,0.48,0.46
儿童座椅,0.95,0.48,0.46
夺下,0.95,0.48,0.46
夺金,0.95,0.48,0.46
夺回,0.95,0.48,0.46
多拉,0.95,0.48,0.46
对症下药,0.95,0.48,0.46
对号入座,0.95,0.48,0.46
对待,0.95,0.48,0.46
渡部,0.95,0.48,0.46
度角,0.95,0.48,0.46
堵堵,0.95,0.48,0.46
冻,0.95,0.48,0.46
东区,0.95,0.48,0.46
定情,0.95,0.48,0.46
顶棚,0.95,0.48,0.46
迭代,0.95,0.48,0.46
电子设备,0.95,0.48,0.46
电子表,0.95,0.48,0.46
电视广告,0.95,0.48,0.46
电镀,0.95,0.48,0.46
点心,0.95,0.48,0.46
点燃,0.95,0.48,0.46
第一季度,0.95,0.48,0.46
弟弟,0.95,0.48,0.46
地垫,0.95,0.48,0.46
底座,0.95,0.48,0.46
底壳,0.95,0.48,0.46
迪尔,0.95,0.48,0.46
低档,0.95,0.48,0.46
邓禄普,0.95,0.48,0.46
灯眉,0.95,0.48,0.46
得不到,0.95,0.48,0.46
道路交通,0.95,0.48,0.46
当即,0.95,0.48,0.46
单调,0.95,0.48,0.46
待遇,0.95,0.48,0.46
代替,0.95,0.48,0.46
大致,0.95,0.48,0.46
大越,0.95,0.48,0.46
大写,0.95,0.48,0.46
大屏幕,0.95,0.48,0.46
大力支持,0.95,0.48,0.46
大街小巷,0.95,0.48,0.46
大规模,0.95,0.48,0.46
大法,0.95,0.48,0.46
大地,0.95,0.48,0.46
大刀,0.95,0.48,0.46
大变样,0.95,0.48,0.46
打入,0.95,0.48,0.46
打破常规,0.95,0.48,0.46
打了个,0.95,0.48,0.46
答应,0.95,0.48,0.46
促成,0.95,0.48,0.46
从不,0.95,0.48,0.46
此起彼伏,0.95,0.48,0.46
此基础,0.95,0.48,0.46
春天,0.95,0.48,0.46
创新性,0.95,0.48,0.46
创世,0.95,0.48,0.46
传,0.95,0.48,0.46
穿上,0.95,0.48,0.46
触发,0.95,0.48,0.46
处境,0.95,0.48,0.46
储存,0.95,0.48,0.46
厨房,0.95,0.48,0.46
初见成效,0.95,0.48,0.46
出新,0.95,0.48,0.46
出了名,0.95,0.48,0.46
出镜,0.95,0.48,0.46
出击,0.95,0.48,0.46
持续增长,0.95,0.48,0.46
持续保持,0.95,0.48,0.46
持平,0.95,0.48,0.46
橙,0.95,0.48,0.46
城市化,0.95,0.48,0.46
承,0.95,0.48,0.46
成渝,0.95,0.48,0.46
成像,0.95,0.48,0.46
成品,0.95,0.48,0.46
成本低,0.95,0.48,0.46
扯淡,0.95,0.48,0.46
车音,0.95,0.48,0.46
车讯,0.95,0.48,0.46
车外,0.95,0.48,0.46
车水马龙,0.95,0.48,0.46
车圈,0.95,0.48,0.46
车开进,0.95,0.48,0.46
车到山前必有路,0.95,0.48,0.46
潮,0.95,0.48,0.46
超速行驶,0.95,0.48,0.46
超人,0.95,0.48,0.46
超个,0.95,0.48,0.46
场合,0.95,0.48,0.46
侧门,0.95,0.48,0.46
侧滑,0.95,0.48,0.46
草原,0.95,0.48,0.46
槽口,0.95,0.48,0.46
操,0.95,0.48,0.46
参考价,0.95,0.48,0.46
踩下去,0.95,0.48,0.46
踩踏,0.95,0.48,0.46
采光,0.95,0.48,0.46
擦擦,0.95,0.48,0.46
布拉格,0.95,0.48,0.46
不在少数,0.95,0.48,0.46
不失为,0.95,0.48,0.46
不弱,0.95,0.48,0.46
不能不,0.95,0.48,0.46
不可同日而语,0.95,0.48,0.46
不可或缺,0.95,0.48,0.46
不可否认,0.95,0.48,0.46
不含糊,0.95,0.48,0.46
不断进取,0.95,0.48,0.46
别具匠心,0.95,0.48,0.46
表中,0.95,0.48,0.46
彪悍,0.95,0.48,0.46
变形金刚,0.95,0.48,0.46
变为,0.95,0.48,0.46
变态,0.95,0.48,0.46
避开,0.95,0.48,0.46
必将会,0.95,0.48,0.46
鄙视,0.95,0.48,0.46
比较复杂,0.95,0.48,0.46
本事,0.95,0.48,0.46
本国,0.95,0.48,0.46
奔放,0.95,0.48,0.46
倍感,0.95,0.48,0.46
背车,0.95,0.48,0.46
杯座,0.95,0.48,0.46
爆改,0.95,0.48,0.46
暴晒,0.95,0.48,0.46
保命,0.95,0.48,0.46
宝翔,0.95,0.48,0.46
饱受,0.95,0.48,0.46
包装,0.95,0.48,0.46
傍,0.95,0.48,0.46
棒子,0.95,0.48,0.46
扮,0.95,0.48,0.46
半路上,0.95,0.48,0.46
半价,0.95,0.48,0.46
颁奖,0.95,0.48,0.46
把手,0.95,0.48,0.46
拔,0.95,0.48,0.46
八年,0.95,0.48,0.46
八代,0.95,0.48,0.46
傲,0.95,0.48,0.46
熬过,0.95,0.48,0.46
暗自,0.95,0.48,0.46
安卓,0.95,0.48,0.46
安乐,0.95,0.48,0.46
阿姆斯特丹,0.95,0.48,0.46
最新款,0.95,0.47,0.45
主题,0.95,0.47,0.45
真空,1.9,0.24,0.45
绽放,0.95,0.47,0.45
噪声,1.9,0.24,0.45
油漆,1.9,0.24,0.45
疑问,0.95,0.47,0.45
亚军,1.9,0.24,0.45
尾标,0.95,0.47,0.45
为此,0.95,0.47,0.45
天,3.81,0.12,0.45
事业,0.95,0.47,0.45
事实,0.95,0.47,0.45
盛典,0.95,0.47,0.45
省钱,0.95,0.47,0.45
设施,0.95,0.47,0.45
森,0.95,0.47,0.45
跑车,21.9,0.02,0.45
怕,6.67,0.07,0.45
礼物,0.95,0.47,0.45
礼品,0.95,0.47,0.45
扩大,0.95,0.47,0.45
交通,0.95,0.47,0.45
减配,0.95,0.47,0.45
加版,0.95,0.47,0.45
既然,1.9,0.24,0.45
回收,0.95,0.47,0.45
高兴,0.95,0.47,0.45
尴尬,0.95,0.47,0.45
父亲,0.95,0.47,0.45
代表性,0.95,0.47,0.45
不住,1.9,0.24,0.45
便宜,18.09,0.03,0.45
报警,1.9,0.23,0.45
报废,0.95,0.47,0.45
撞车,0.95,0.46,0.44
用于,2.86,0.15,0.44
仪表盘,15.24,0.03,0.44
需要,42.85,0.01,0.44
停产,3.81,0.11,0.44
态度,7.62,0.06,0.44
身上,12.38,0.04,0.44
领域,16.19,0.03,0.44
间,6.67,0.07,0.44
电瓶,0.95,0.46,0.44
诞生,4.76,0.09,0.44
刹车片,0.95,0.46,0.44
指数,0.95,0.45,0.43
直奔,0.95,0.45,0.43
这部,2.86,0.15,0.43
游,0.95,0.45,0.43
影像,6.67,0.06,0.43
夜,0.95,0.45,0.43
巡游,0.95,0.45,0.43
协议,0.95,0.45,0.43
想要,14.28,0.03,0.43
外媒,0.95,0.45,0.43
哇,2.86,0.15,0.43
提起,0.95,0.45,0.43
谈不上,0.95,0.45,0.43
四轮驱动,0.95,0.45,0.43
上代,0.95,0.45,0.43
全体,0.95,0.45,0.43
配版,0.95,0.45,0.43
能源,0.95,0.45,0.43
哪款,0.95,0.45,0.43
路过,0.95,0.45,0.43
聊天,0.95,0.45,0.43
聊,0.95,0.45,0.43
李先生,0.95,0.45,0.43
老婆,22.85,0.02,0.43
交通广播,0.95,0.45,0.43
加长版,0.95,0.45,0.43
暨,0.95,0.45,0.43
华北,0.95,0.45,0.43
过于,2.86,0.15,0.43
过户,0.95,0.45,0.43
规模,0.95,0.45,0.43
构造,0.95,0.45,0.43
供选择,0.95,0.45,0.43
法兰克福,0.95,0.45,0.43
发售,0.95,0.45,0.43
二级,0.95,0.45,0.43
对面,0.95,0.45,0.43
电动车窗,0.95,0.45,0.43
当场,0.95,0.45,0.43
代言人,0.95,0.45,0.43
大车,2.86,0.15,0.43
柴油发动机,0.95,0.45,0.43
不怎么,2.86,0.15,0.43
标题,0.95,0.45,0.43
比如,11.43,0.04,0.43
本土化,0.95,0.45,0.43
办理,0.95,0.45,0.43
阻挡,3.81,0.11,0.42
中段,3.81,0.11,0.42
兄弟,6.67,0.06,0.42
写,9.52,0.04,0.42
小心,3.81,0.11,0.42
舒适感,3.81,0.11,0.42
身份,6.67,0.06,0.42
色调,3.81,0.11,0.42
任性,3.81,0.11,0.42
漆,0.95,0.44,0.42
近日,12.38,0.03,0.42
进,4.76,0.09,0.42
极,6.67,0.06,0.42
积极,6.67,0.06,0.42
华丽,3.81,0.11,0.42
厚重,3.81,0.11,0.42
从来,6.67,0.06,0.42
出过,3.81,0.11,0.42
车用,3.81,0.11,0.42
著称,1.9,0.22,0.41
主,15.24,0.03,0.41
支撑杆,1.9,0.22,0.41
之后,46.66,0.01,0.41
再就是,1.9,0.22,0.41
远程,5.71,0.07,0.41
摇,1.9,0.22,0.41
心意,1.9,0.22,0.41
响应速度,1.9,0.22,0.41
无所谓,1.9,0.22,0.41
无不,1.9,0.22,0.41
完车,1.9,0.22,0.41
挺舒服,1.9,0.22,0.41
属,5.71,0.07,0.41
舒雅,1.9,0.22,0.41
时间,48.56,0.01,0.41
人心,1.9,0.22,0.41
清洗,5.71,0.07,0.41
轻奢,1.9,0.22,0.41
亲身,1.9,0.22,0.41
前端,1.9,0.22,0.41
皮革,1.9,0.22,0.41
碰上,1.9,0.22,0.41
绿灯,1.9,0.22,0.41
落下,1.9,0.22,0.41
浪,1.9,0.22,0.41
困境,1.9,0.22,0.41
今年以来,1.9,0.22,0.41
街车,1.9,0.22,0.41
较强,1.9,0.22,0.41
交通状况,1.9,0.22,0.41
加,9.52,0.04,0.41
好开,1.9,0.22,0.41
行走,1.9,0.22,0.41
行程,5.71,0.07,0.41
股东,1.9,0.22,0.41
功课,1.9,0.22,0.41
各有所爱,1.9,0.22,0.41
高标准,1.9,0.22,0.41
反而,2.86,0.14,0.41
诶,1.9,0.22,0.41
顿时,1.9,0.22,0.41
堵车,5.71,0.07,0.41
独创,1.9,0.22,0.41
定制,8.57,0.05,0.41
单边,1.9,0.22,0.41
大半年,1.9,0.22,0.41
窜,1.9,0.22,0.41
车轮,5.71,0.07,0.41
憋屈,1.9,0.22,0.41
表示,9.52,0.04,0.41
笨重,1.9,0.22,0.41
包括,15.24,0.03,0.41
总统,0.95,0.42,0.4
总算,0.95,0.42,0.4
自主,33.33,0.01,0.4
至上,0.95,0.42,0.4
指定,0.95,0.42,0.4
只好,0.95,0.42,0.4
这家,0.95,0.42,0.4
长假,0.95,0.42,0.4
展,0.95,0.42,0.4
在线,0.95,0.42,0.4
愉快,0.95,0.42,0.4
硬件,0.95,0.42,0.4
音质,0.95,0.42,0.4
选配,0.95,0.42,0.4
下载,0.95,0.42,0.4
下图,0.95,0.42,0.4
完胜,0.95,0.42,0.4
特,0.95,0.42,0.4
试乘试驾,0.95,0.42,0.4
事儿,0.95,0.42,0.4
神秘,0.95,0.42,0.4
劝,0.95,0.42,0.4
桥,0.95,0.42,0.4
强调,0.95,0.42,0.4
气,5.71,0.07,0.4
起售,0.95,0.42,0.4
欧版,0.95,0.42,0.4
女生,3.81,0.11,0.4
女人,0.95,0.42,0.4
宁愿,0.95,0.42,0.4
名下,0.95,0.42,0.4
妹子,0.95,0.42,0.4
买来,3.81,0.11,0.4
柳州,0.95,0.42,0.4
临时,0.95,0.42,0.4
礼遇,0.95,0.42,0.4
进军,0.95,0.42,0.4
进而,0.95,0.42,0.4
解决方案,0.95,0.42,0.4
解答,0.95,0.42,0.4
兼,0.95,0.42,0.4
机滤,0.95,0.42,0.4
回顾,0.95,0.42,0.4
沪,0.95,0.42,0.4
合资企业,0.95,0.42,0.4
公共,0.95,0.42,0.4
高清,0.95,0.42,0.4
副总经理,0.95,0.42,0.4
方,0.95,0.42,0.4
东北,0.95,0.42,0.4
巅峰,0.95,0.42,0.4
从前,0.95,0.42,0.4
抄袭,0.95,0.42,0.4
参观,0.95,0.42,0.4
不贵,0.95,0.42,0.4
变速,0.95,0.42,0.4
伴,0.95,0.42,0.4
白色,20,0.02,0.4
综合性,2.86,0.14,0.39
轴,2.86,0.14,0.39
雾,2.86,0.14,0.39
所在,6.67,0.06,0.39
所用,2.86,0.14,0.39
顺眼,2.86,0.14,0.39
舍得,2.86,0.14,0.39
锐利,2.86,0.14,0.39
热卖,2.86,0.14,0.39
取向,2.86,0.14,0.39
摸,2.86,0.14,0.39
秒杀,2.86,0.14,0.39
矿泉水,2.86,0.14,0.39
节油,6.67,0.06,0.39
检测,6.67,0.06,0.39
核心技术,2.86,0.14,0.39
格外,2.86,0.14,0.39
对称,2.86,0.14,0.39
背感,2.86,0.14,0.39
北京,32.37,0.01,0.39
作业,3.81,0.1,0.38
钻,0.95,0.4,0.38
自家,0.95,0.4,0.38
追尾,0.95,0.4,0.38
专区,0.95,0.4,0.38
主机,0.95,0.4,0.38
质疑,0.95,0.4,0.38
正如,0.95,0.4,0.38
正规,0.95,0.4,0.38
真诚,0.95,0.4,0.38
这时,0.95,0.4,0.38
增压器,0.95,0.4,0.38
增大,0.95,0.4,0.38
赞助,7.62,0.05,0.38
遇上,0.95,0.4,0.38
预订,0.95,0.4,0.38
有余,0.95,0.4,0.38
有限公司,0.95,0.4,0.38
有所增加,0.95,0.4,0.38
游艇,0.95,0.4,0.38
眼,1.9,0.2,0.38
压根,0.95,0.4,0.38
薛丰,0.95,0.4,0.38
新雅阁,0.95,0.4,0.38
心目,4.76,0.08,0.38
心得,0.95,0.4,0.38
无线,0.95,0.4,0.38
往前,0.95,0.4,0.38
投放市场,0.95,0.4,0.38
停车场,0.95,0.4,0.38
填补,0.95,0.4,0.38
梯形,0.95,0.4,0.38
特别版,4.76,0.08,0.38
太阳能,0.95,0.4,0.38
台上,0.95,0.4,0.38
虽说,6.67,0.06,0.38
说道,0.95,0.4,0.38
水泥,0.95,0.4,0.38
数值,0.95,0.4,0.38
生,4.76,0.08,0.38
身后,0.95,0.4,0.38
社,0.95,0.4,0.38
上去,0.95,0.4,0.38
全开,0.95,0.4,0.38
清远,0.95,0.4,0.38
亲,0.95,0.4,0.38
前身,0.95,0.4,0.38
谱,4.76,0.08,0.38
普通人,0.95,0.4,0.38
评估,0.95,0.4,0.38
偏偏,0.95,0.4,0.38
拍照,0.95,0.4,0.38
欧陆,0.95,0.4,0.38
欧,0.95,0.4,0.38
浓厚,0.95,0.4,0.38
念头,0.95,0.4,0.38
泥,0.95,0.4,0.38
能卖,0.95,0.4,0.38
南通,0.95,0.4,0.38
门板,6.67,0.06,0.38
贸易,0.95,0.4,0.38
马路,0.95,0.4,0.38
滤清器,0.95,0.4,0.38
率为,0.95,0.4,0.38
联手,0.95,0.4,0.38
历程,0.95,0.4,0.38
里程,5.71,0.07,0.38
礼让,0.95,0.4,0.38
快要,0.95,0.4,0.38
可视,0.95,0.4,0.38
开上,0.95,0.4,0.38
崛起,0.95,0.4,0.38
景区,0.95,0.4,0.38
尽量,0.95,0.4,0.38
金九银,0.95,0.4,0.38
金额,0.95,0.4,0.38
借此,0.95,0.4,0.38
节气门,0.95,0.4,0.38
节目,0.95,0.4,0.38
教练车,0.95,0.4,0.38
教,0.95,0.4,0.38
键,0.95,0.4,0.38
减速带,0.95,0.4,0.38
价格比,0.95,0.4,0.38
济宁,0.95,0.4,0.38
技巧,0.95,0.4,0.38
积蓄,0.95,0.4,0.38
婚车,0.95,0.4,0.38
互相,0.95,0.4,0.38
国内外,0.95,0.4,0.38
广东,0.95,0.4,0.38
关怀,0.95,0.4,0.38
复制,0.95,0.4,0.38
付出,0.95,0.4,0.38
费劲,0.95,0.4,0.38
飞机,0.95,0.4,0.38
嗯,0.95,0.4,0.38
短,4.76,0.08,0.38
动静,0.95,0.4,0.38
东,0.95,0.4,0.38
登上,0.95,0.4,0.38
单元,0.95,0.4,0.38
创始人,0.95,0.4,0.38
传动系统,0.95,0.4,0.38
齿,0.95,0.4,0.38
拆车,0.95,0.4,0.38
查询,0.95,0.4,0.38
不在乎,0.95,0.4,0.38
博格,0.95,0.4,0.38
避暑,0.95,0.4,0.38
逼,6.67,0.06,0.38
NEW,0.95,0.4,0.38
做生意,0.95,0.39,0.37
坐椅,0.95,0.39,0.37
尊耀,0.95,0.39,0.37
醉,0.95,0.39,0.37
最长,0.95,0.39,0.37
总榜,0.95,0.39,0.37
自重,0.95,0.39,0.37
自我,0.95,0.39,0.37
琢磨,0.95,0.39,0.37
追赶,0.95,0.39,0.37
转子,0.95,0.39,0.37
转悠,0.95,0.39,0.37
专员,0.95,0.39,0.37
专业级,0.95,0.39,0.37
助推,0.95,0.39,0.37
主推,0.95,0.39,0.37
重量级,0.95,0.39,0.37
重工,0.95,0.39,0.37
忠于,0.95,0.39,0.37
中庸,7.62,0.05,0.37
制造业,0.95,0.39,0.37
值得称赞,0.95,0.39,0.37
知情,0.95,0.39,0.37
支柱,0.95,0.39,0.37
整齐,0.95,0.39,0.37
整洁,0.95,0.39,0.37
这样的话,0.95,0.39,0.37
这人,0.95,0.39,0.37
这件,0.95,0.39,0.37
这话,0.95,0.39,0.37
