word	pos_tf	neg_tf	idf	bdc	pos_tf_idf	neg_tf_idf	pos_tf_bdc	neg_tf_bdc
P	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
眉山	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
双光	0.95	0.00	3.20	0.56	3.05	0.00	0.54	0.00
隔	0.95	0.00	3.72	0.37	3.54	0.00	0.35	0.00
离谱	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
悲剧	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
拥有	109.50	4.16	2.01	0.45	220.29	8.36	48.77	1.85
脸颊	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
g40	0.00	4.16	4.02	0.71	0.00	16.69	0.00	2.94
稀少	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
巨量	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
系统控制	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
单论	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
过硬	4.76	0.00	3.54	0.78	16.85	0.00	3.74	0.00
一流	6.67	0.00	3.20	0.51	21.35	0.00	3.43	0.00
搅乱	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
中场	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
来不及	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
十分相似	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
硕果	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
阴霾	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
车企	7.62	8.31	2.85	0.00	21.75	23.73	0.04	0.04
顾雯雯	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
露出	0.00	4.16	3.84	0.57	0.00	15.96	0.00	2.38
告白	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
专场	1.90	0.00	3.62	0.42	6.89	0.00	0.80	0.00
约翰	0.00	0.00	3.72	1.00	0.00	0.00	0.00	0.00
隔热	6.67	0.00	3.47	0.65	23.14	0.00	4.36	0.00
调校	20.95	8.31	2.68	0.17	56.22	22.31	3.59	1.43
锦湖	0.95	12.47	3.72	0.71	3.54	46.32	0.68	8.87
可救	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
骨子里	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
aries	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
最早	5.71	8.31	2.94	0.00	16.78	24.41	0.01	0.01
先上	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
b5gsi	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
舒适	111.41	24.94	2.06	0.32	229.70	51.42	35.92	8.04
很好	36.18	8.31	2.61	0.40	94.42	21.69	14.39	3.31
tstvip	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
无忧	3.81	0.00	3.47	0.54	13.22	0.00	2.06	0.00
会面时	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
服装	0.95	0.00	3.84	0.37	3.66	0.00	0.35	0.00
积蓄	0.95	0.00	3.54	0.40	3.37	0.00	0.38	0.00
拿来	0.00	0.00	3.62	1.00	0.00	0.00	0.00	0.00
店家	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
河滩	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
星巴克	0.00	4.16	4.02	0.71	0.00	16.69	0.00	2.94
结合	14.28	0.00	2.76	0.43	39.43	0.00	6.11	0.00
力为	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
出了门	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
不容	4.76	0.00	3.32	0.48	15.79	0.00	2.31	0.00
性能	88.55	16.63	2.09	0.28	184.78	34.69	24.56	4.61
早点	1.90	4.16	3.62	0.13	6.89	15.04	0.25	0.56
设备	6.67	0.00	3.20	0.44	21.35	0.00	2.94	0.00
衣帽钩	1.90	0.00	4.32	1.00	8.22	0.00	1.90	0.00
钢	3.81	0.00	3.62	0.54	13.78	0.00	2.06	0.00
省道	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
吖	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
小镇	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
小生意	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
到达	0.00	0.00	3.54	1.00	0.00	0.00	0.00	0.00
好车	7.62	4.16	3.32	0.35	25.27	13.79	2.70	1.47
挺好用	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
表上	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
颓势	0.00	4.16	4.02	0.71	0.00	16.69	0.00	2.94
相迎	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
私活	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
😱	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
黄光	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
奇特	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
没事儿	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
突破	27.61	8.31	2.64	0.27	73.04	21.99	7.32	2.20
MOTION	7.62	0.00	3.32	0.75	25.27	0.00	5.71	0.00
修理工	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
略降	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
最最	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
时间推移	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
尊容	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
低油耗	11.43	0.00	3.24	1.00	37.00	0.00	11.43	0.00
终结	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
公道	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
委员会	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
竣工	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
亮面	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
如上图	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
驾到	0.00	0.00	3.72	1.00	0.00	0.00	0.00	0.00
砖叔	5.71	0.00	3.32	0.56	18.95	0.00	3.23	0.00
包包	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
汪涵	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
Q	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
挑	0.95	4.16	3.41	0.08	3.25	14.19	0.08	0.35
故意	0.00	8.31	3.62	0.63	0.00	30.08	0.00	5.24
值不值得	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
gogogo	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
贡献	5.71	0.00	3.17	0.44	18.12	0.00	2.49	0.00
知情	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
家庭出身	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
开盘	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
amgeatic	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
渣	2.86	0.00	3.72	0.70	10.61	0.00	2.00	0.00
n0412249c	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
坎爆	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
健全	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
画像	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
随州	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
心累	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
奋起直追	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
城里	0.00	4.16	3.84	0.57	0.00	15.96	0.00	2.38
对手	15.24	12.47	2.69	0.05	41.04	33.59	0.69	0.56
营收	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
呼和浩特	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
巴黎	3.81	0.00	2.67	0.51	10.18	0.00	1.95	0.00
guillietta	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
伟大	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
内向	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
马表	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
逆向	1.90	0.00	3.62	0.42	6.89	0.00	0.80	0.00
长征	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
凤尾	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
麻雀虽小	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
出风口	16.19	12.47	2.85	0.14	46.21	35.60	2.27	1.75
客源	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
走	39.99	45.72	2.24	0.02	89.64	102.49	0.73	0.84
宝马香车	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
无偿	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
转卖	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
着撞	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
混不下去	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
恍如	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
地产商	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
中海	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
式样	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
红牛	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
欲望	1.90	0.00	3.62	0.42	6.89	0.00	0.80	0.00
车载	14.28	8.31	2.73	0.06	38.94	22.66	0.92	0.53
动若脱兔	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
后翼	0.00	8.31	4.32	1.00	0.00	35.89	0.00	8.31
尊耀	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
去年底	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
旺	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
已	20.95	54.03	2.24	0.03	46.96	121.12	0.60	1.56
大战	0.00	0.00	3.72	1.00	0.00	0.00	0.00	0.00
骗	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
日本语	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
e260cgicoupe	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
冬季	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
零点	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
哪种	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
sport	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
牌	3.81	37.41	2.54	0.19	9.67	94.98	0.72	7.11
号召力	3.81	0.00	3.72	1.00	14.15	0.00	3.81	0.00
没人要	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
马冲进	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
错	6.67	0.00	3.28	0.60	21.83	0.00	3.97	0.00
前杠	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
一举	3.81	4.16	3.62	0.38	13.78	15.04	1.43	1.56
组成	2.86	0.00	3.17	0.37	9.06	0.00	1.07	0.00
学费	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
市场潜力	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
Autopilot	0.00	4.16	4.02	0.71	0.00	16.69	0.00	2.94
Polar	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
档偶	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
啊哈	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
自个	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
初代	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
FF	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
阻碍	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
平日	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
益之源	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
前后左右	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
天前	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
长俊	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
走不动	0.95	4.16	4.02	0.50	3.82	16.69	0.47	2.06
封闭	0.00	4.16	4.02	0.71	0.00	16.69	0.00	2.94
哎呀	0.95	4.16	4.02	0.50	3.82	16.69	0.47	2.06
展现	19.04	0.00	2.85	0.64	54.36	0.00	12.26	0.00
升	21.90	12.47	2.31	0.08	50.56	28.79	1.81	1.03
带头	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
喷涌	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
自称	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
炙热	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
华颂	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
颈部	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
合资	57.13	33.25	2.15	0.07	122.65	71.39	3.80	2.21
海鲜	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
最傲	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
涌向	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
Premium	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
定下	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
极尽	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
运动型	2.86	4.16	3.06	0.02	8.75	12.73	0.06	0.09
车门	16.19	45.72	2.65	0.12	42.97	121.36	1.91	5.38
后半场	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
英文	0.95	0.00	3.72	0.37	3.54	0.00	0.35	0.00
家族史	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
走钢丝	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
战略方针	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
赫赫的	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
supersport	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
大白	5.71	0.00	3.41	0.62	19.50	0.00	3.56	0.00
腾出来	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
啤酒	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
普斯	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
供应	0.95	4.16	3.54	0.11	3.37	14.71	0.11	0.46
机调	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
鞋头	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
几代人	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
冲动	2.86	0.00	3.36	0.39	9.61	0.00	1.10	0.00
悄悄	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
一触即发	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
刺激	1.90	0.00	3.41	0.37	6.50	0.00	0.70	0.00
强调	0.95	0.00	3.47	0.42	3.31	0.00	0.40	0.00
转数	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
嗓子	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
后桥	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
古森	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
怀孕	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
改乘	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
基	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
培训	0.00	0.00	3.54	1.00	0.00	0.00	0.00	0.00
前往	0.95	0.00	3.72	0.37	3.54	0.00	0.35	0.00
皮毛	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
时冷时热	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
大增	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
待遇	0.95	8.31	3.72	0.48	3.54	30.88	0.46	4.03
查	7.62	12.47	2.92	0.03	22.24	36.40	0.21	0.34
CPMA	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
截面	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
双门	0.95	0.00	3.11	0.59	2.96	0.00	0.57	0.00
日光	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
品种	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
肥大	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
充电电池	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
蓝天	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
更是	45.71	16.63	2.41	0.24	110.33	40.13	10.88	3.96
dvd	0.00	0.00	3.72	1.00	0.00	0.00	0.00	0.00
争吵	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
世博	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
车重	1.90	4.16	3.36	0.02	6.40	13.98	0.04	0.09
受创	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
吐鲁番	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
八年	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
狼皮	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
价格	88.55	128.85	1.76	0.00	155.92	226.88	0.05	0.08
小脚	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
推断	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
溃缩	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
初生牛犊	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
太次	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
关怀	0.95	0.00	3.54	0.40	3.37	0.00	0.38	0.00
quattroporte	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
这点	20.00	12.47	2.79	0.18	55.70	34.73	3.70	2.30
标题	0.95	0.00	3.41	0.45	3.25	0.00	0.43	0.00
博奥	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
宣彦	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
笑声	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
即日起	0.00	4.16	3.47	0.39	0.00	14.43	0.00	1.62
加薪	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
曲轴	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
MQB	18.09	0.00	2.61	0.40	47.21	0.00	7.23	0.00
地胶	0.00	12.47	4.02	1.00	0.00	50.08	0.00	12.47
夜色	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
造就	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
收紧	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
怪	0.00	4.16	4.02	0.71	0.00	16.69	0.00	2.94
宽松	2.86	0.00	3.62	0.56	10.34	0.00	1.61	0.00
咨询电话	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
代人	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
安永盛	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
这样的话	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
运城	0.00	0.00	3.54	1.00	0.00	0.00	0.00	0.00
远方	0.00	0.00	3.62	1.00	0.00	0.00	0.00	0.00
HEROS	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
w40	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
扩充	1.90	0.00	3.36	0.37	6.40	0.00	0.71	0.00
比较顺利	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
缴纳	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
游刃有余	2.86	0.00	3.84	1.00	10.97	0.00	2.86	0.00
奥富	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
坏	0.95	58.19	2.97	0.73	2.83	173.10	0.69	42.21
洗完	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
倡导	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
恒联	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
领略到	2.86	0.00	3.84	1.00	10.97	0.00	2.86	0.00
产品型号	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
揭露	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
百货	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
名片	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
共享	0.95	0.00	3.32	0.49	3.16	0.00	0.47	0.00
夜	0.95	0.00	3.41	0.45	3.25	0.00	0.43	0.00
驾龄	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
手段	0.00	0.00	3.62	1.00	0.00	0.00	0.00	0.00
试焦	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
彩色	3.81	4.16	3.36	0.08	12.81	13.98	0.29	0.31
所以	95.22	124.69	1.85	0.02	175.76	230.16	1.92	2.51
辅助	44.75	0.00	2.51	0.60	112.37	0.00	26.63	0.00
可控	1.90	0.00	3.72	0.48	7.07	0.00	0.92	0.00
正常	15.24	74.82	2.50	0.23	38.15	187.35	3.48	17.08
真的	89.51	95.60	2.05	0.10	183.48	195.97	8.93	9.54
厚礼	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
必不可少	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
进驻	1.90	0.00	3.72	0.48	7.07	0.00	0.92	0.00
r8	0.00	0.00	3.24	1.00	0.00	0.00	0.00	0.00
骏誉	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
预计	4.76	4.16	2.60	0.21	12.38	10.81	1.02	0.89
简简单单	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
发展史	0.95	0.00	3.62	0.38	3.45	0.00	0.36	0.00
通用电气	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
炫酷	8.57	0.00	3.14	0.53	26.92	0.00	4.57	0.00
黑烟	0.00	4.16	4.02	0.71	0.00	16.69	0.00	2.94
饱眼福	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
转后	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
郴州	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
真本事	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
款酷	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
灯验车	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
而言	18.09	12.47	2.65	0.07	48.02	33.10	1.24	0.85
车道	8.57	4.16	2.89	0.07	24.73	11.99	0.63	0.30
飙升	2.86	0.00	3.47	0.44	9.92	0.00	1.24	0.00
报业	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
天然气	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
金融保险	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
名车	2.86	0.00	3.11	0.39	8.89	0.00	1.10	0.00
笔直	2.86	0.00	3.84	1.00	10.97	0.00	2.86	0.00
津津乐道	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
秘诀	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
低档	0.95	8.31	3.72	0.48	3.54	30.88	0.46	4.03
博途	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
镇福峡	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
耍流氓	0.00	4.16	3.84	0.57	0.00	15.96	0.00	2.38
rninet	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
华美	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
前列	5.71	0.00	3.41	0.70	19.50	0.00	4.00	0.00
假设	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
仅存	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
腾讯	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
平地	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
迷惑	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
这回	1.90	0.00	3.72	0.48	7.07	0.00	0.92	0.00
养家	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
融入	13.33	4.16	2.85	0.19	38.06	11.87	2.47	0.77
直奔	0.95	0.00	3.41	0.45	3.25	0.00	0.43	0.00
开课	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
薛	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
流利	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
青春	4.76	0.00	3.14	0.39	14.95	0.00	1.84	0.00
商丘	0.00	0.00	3.62	1.00	0.00	0.00	0.00	0.00
推荐	26.66	24.94	2.36	0.01	63.00	58.93	0.37	0.35
接下来	2.86	4.16	2.89	0.11	8.24	11.99	0.31	0.45
局长	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
特享礼	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
不下	2.86	0.00	3.54	0.48	10.11	0.00	1.38	0.00
高档轿车	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
欢迎	2.86	0.00	3.02	0.42	8.62	0.00	1.19	0.00
回望	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
tt	2.86	0.00	3.41	0.40	9.75	0.00	1.16	0.00
主席	0.00	0.00	3.72	1.00	0.00	0.00	0.00	0.00
社区化	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
主打	10.47	4.16	2.84	0.11	29.75	11.80	1.12	0.44
学学	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
大乘	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
坐实多	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
三轮车	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
莫斯科	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
ec7	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
戏称	0.95	0.00	3.72	0.37	3.54	0.00	0.35	0.00
脑海中	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
导入	0.00	0.00	3.54	1.00	0.00	0.00	0.00	0.00
纯平	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
提提	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
后	188.54	253.54	1.57	0.02	296.82	399.17	4.36	5.87
比约	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
正的	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
赞对	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
开越	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
LTE	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
无人问津	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
爱派	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
夜帝	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
科隆	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
透视图	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
九龙	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
高超	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
数值	0.95	0.00	3.54	0.40	3.37	0.00	0.38	0.00
闯卡	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
看起	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
作案	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
免	0.00	4.16	3.54	0.41	0.00	14.71	0.00	1.70
